timestamp,latitude,longitude,accident,harm,index_right,u,v,key,osmid,highway,length,speed_kph,travel_time,dist_to_edge
2022-12-06 16:47:00,43.18330354,-89.21369193,1,0,14228,447565040,447532375,0,"[549644938, 1460520543]",tertiary,438.81001015984486,44.58354698042482,35.432713266825616,0.06119997873546328
2022-12-06 16:47:00,43.18330354,-89.21369193,1,0,14224,447541864,447532375,0,886862721,residential,15.538976814282723,35.78807267343486,1.563099444942777,0.06119997873546328
2022-12-06 16:47:00,43.18330354,-89.21369193,1,0,14223,447532375,447541864,0,886862721,residential,15.538976814282723,35.78807267343486,1.563099444942777,0.06119997873546328
2022-12-07 15:35:00,43.025108998,-89.42352968,1,0,13111,53708336,53716840,0,6792186,residential,294.1263572666133,40.2335,26.317742333125576,0.0007124359303166992
2022-12-07 15:35:00,43.025108998,-89.42352968,1,0,13199,53716840,53708336,0,6792186,residential,294.1263572666133,40.2335,26.317742333125576,0.0007124359303166992
2022-12-05 15:15:00,43.015685861,-89.47326327,1,0,21227,5425825498,2842214600,0,"[633905667, 1260438935]",secondary,572.0789893825261,64.3736,31.992685849122843,0.00749451232660815
2022-12-06 13:08:00,43.015385693,-89.46752748,1,0,10286,53589488,53673323,0,6719765,residential,312.99696097197995,35.78807267343486,31.485044466659204,0.011417134769375182
2022-12-06 13:08:00,43.015385693,-89.46752748,1,0,12609,53673323,53589488,0,6719765,residential,312.99696097197995,35.78807267343486,31.485044466659204,0.011417134769375182
2022-12-06 13:08:00,43.015385693,-89.46752748,1,0,12610,53673323,53501447,0,6768539,residential,94.94028508506561,35.78807267343486,9.55024958804054,0.011417134769375182
2022-12-06 13:08:00,43.015385693,-89.46752748,1,0,15964,1202737296,53673323,0,104227531,residential,94.20046224146103,35.78807267343486,9.475829200519826,0.011417134769375182
2022-12-07 08:29:00,43.011833013,-89.42579668,1,0,13111,53708336,53716840,0,6792186,residential,294.1263572666133,40.2335,26.317742333125576,0.012261683679602592
2022-12-07 08:29:00,43.011833013,-89.42579668,1,0,13199,53716840,53708336,0,6792186,residential,294.1263572666133,40.2335,26.317742333125576,0.012261683679602592
2022-12-07 16:30:00,43.003402647,-89.37615924,1,0,14957,496681271,496681264,0,6704367,residential,106.98123029159898,35.78807267343486,10.761474432112584,0.023989134140483884
2022-12-07 16:30:00,43.003402647,-89.37615924,1,0,14954,496681264,496681271,0,6704367,residential,106.98123029159896,35.78807267343486,10.761474432112582,0.023989134140483884
2022-12-07 16:35:00,43.068528429,-89.30950249,1,1,20059,3860085687,3860085665,0,"[1476755043, 1382723901]",primary,1067.0031405217026,88.5137,43.396799657884934,1.1062449052788598e-05
2022-12-03 18:02:00,43.193908829,-89.46171878,1,1,19694,3398755417,472624264,0,39464750,primary,569.5584059538279,88.5137,23.1648915527628,0.06632786165370853
2022-12-03 18:02:00,43.193908829,-89.46171878,1,1,14741,472624264,53441701,0,6644042,tertiary,106.6207367400523,44.58354698042482,8.609334121233502,0.06632786165370853
2022-12-03 18:02:00,43.193908829,-89.46171878,1,1,3200,53441701,472624264,0,6644042,tertiary,106.62073674005228,44.58354698042482,8.6093341212335,0.06632786165370853
2022-12-01 22:03:00,43.06756419,-89.2781524,1,0,11744,53632023,454705182,0,"[1046158888, 38460763, 38460764, 38132790]",motorway,4878.777514163914,112.6538,155.907737253338,2.4600696551552426e-06
2022-12-07 17:28:00,43.110937596,-89.24180806,1,0,21987,7800064519,53288761,0,"[114362401, 859698855, 1375206185, 753426218, 753426219, 1043442827, 38461045, 38461046, 114362392]",motorway,3128.680789315944,112.6538,99.98109998541902,0.0047998983444846694
