edge_id,hour,risk,accidents,y,best_travel_time_s
53461758_53596818_0,2022-12-31 23:00:00,0.0529243890904305,0,0,157.98420382495547
53467210_53467212_0,2022-12-31 23:00:00,0.0529243890904305,0,0,222.02417896787134
53463532_53463523_0,2022-12-31 23:00:00,0.0529243890904305,0,0,107.90655228874797
53462486_1706570264_0,2022-12-31 23:00:00,0.0529243890904305,0,0,257.55880533283863
53463155_53417767_0,2022-12-31 23:00:00,0.0529243890904305,0,0,396.2102912863693
53463305_53688142_0,2022-12-31 23:00:00,0.0529243890904305,0,0,78.11764619771193
53463345_1975860074_0,2022-12-31 23:00:00,0.0529243890904305,0,0,271.1988808693933
53463345_53308301_0,2022-12-31 23:00:00,0.0529243890904305,0,0,271.1988808693933
53463371_1218440419_0,2022-12-31 23:00:00,0.0529243890904305,0,0,297.35573651715913
53463449_53462573_0,2022-12-31 23:00:00,0.0529243890904305,0,0,424.1675651602751
53463523_53463532_0,2022-12-31 23:00:00,0.0529243890904305,0,0,112.58943941184214
53463741_1350744701_0,2022-12-31 23:00:00,0.0529243890904305,0,0,670.0116505052931
53462480_53462475_0,2022-12-31 23:00:00,0.0529243890904305,0,0,250.38146000533283
53463741_2771745782_0,2022-12-31 23:00:00,0.0529243890904305,0,0,670.0116505052931
53463771_53494805_0,2022-12-31 23:00:00,0.0529243890904305,0,0,483.76226552768287
53463787_53444396_0,2022-12-31 23:00:00,0.0529243890904305,0,0,468.4290405103646
53464456_53443039_0,2022-12-31 23:00:00,0.0529243890904305,0,0,623.0439391375259
53464507_496673452_0,2022-12-31 23:00:00,0.0529243890904305,0,0,659.9268952409384
53483529_53407922_0,2022-12-31 23:00:00,0.0529243890904305,0,0,104.63428156546728
53464694_3210160967_0,2022-12-31 23:00:00,0.0529243890904305,0,0,552.5700497331129
53464694_53428050_0,2022-12-31 23:00:00,0.0529243890904305,0,0,552.5700497331129
53462486_1153239152_0,2022-12-31 23:00:00,0.0529243890904305,0,0,257.55880533283863
53462475_53662010_0,2022-12-31 23:00:00,0.0529243890904305,0,0,241.9386565871782
53461764_6577823481_0,2022-12-31 23:00:00,0.0529243890904305,0,0,168.6663695009941
53462383_53462390_0,2022-12-31 23:00:00,0.0529243890904305,0,0,191.94696482842082
53461967_53426645_0,2022-12-31 23:00:00,0.0529243890904305,0,0,722.4711067918483
53461967_53667702_0,2022-12-31 23:00:00,0.0529243890904305,0,0,722.4711067918483
53462309_5245828921_0,2022-12-31 23:00:00,0.0529243890904305,0,0,516.3846449708313
53462309_53462326_0,2022-12-31 23:00:00,0.0529243890904305,0,0,516.3846449708313
53462309_7059056119_0,2022-12-31 23:00:00,0.0529243890904305,0,0,516.3846449708313
53462326_53462309_0,2022-12-31 23:00:00,0.0529243890904305,0,0,536.4805053977361
53462362_3812685575_0,2022-12-31 23:00:00,0.0529243890904305,0,0,186.1832017362714
53462374_53462383_0,2022-12-31 23:00:00,0.0529243890904305,0,0,183.3379008114709
53462433_53462437_0,2022-12-31 23:00:00,0.0529243890904305,0,0,207.91658349910583
53462475_53462480_0,2022-12-31 23:00:00,0.0529243890904305,0,0,241.9386565871782
53462437_53462433_0,2022-12-31 23:00:00,0.0529243890904305,0,0,213.93129172575004
53462459_53462464_0,2022-12-31 23:00:00,0.0529243890904305,0,0,245.57013720833018
53462459_53619953_0,2022-12-31 23:00:00,0.0529243890904305,0,0,245.57013720833018
53462464_53462459_0,2022-12-31 23:00:00,0.0529243890904305,0,0,251.93463089254433
53462464_53462470_0,2022-12-31 23:00:00,0.0529243890904305,0,0,251.93463089254433
53462470_53462464_0,2022-12-31 23:00:00,0.0529243890904305,0,0,253.81663055483983
53462473_53462475_0,2022-12-31 23:00:00,0.0529243890904305,0,0,247.8132280124865
53462475_53462473_0,2022-12-31 23:00:00,0.0529243890904305,0,0,241.9386565871782
53483472_2633816162_0,2022-12-31 23:00:00,0.0529243890904305,0,0,388.93923352378687
53483907_53510000_0,2022-12-31 23:00:00,0.0529243890904305,0,0,151.48803028763336
53483564_53477190_0,2022-12-31 23:00:00,0.0529243890904305,0,0,334.99335025587953
53503849_53621269_0,2022-12-31 23:00:00,0.0529243890904305,0,0,89.51051826094094
53509445_53637328_0,2022-12-31 23:00:00,0.0529243890904305,0,0,415.6568410351128
53509482_53509508_0,2022-12-31 23:00:00,0.0529243890904305,0,0,404.66590118095246
53509508_53509482_0,2022-12-31 23:00:00,0.0529243890904305,0,0,425.7540930379466
53509651_53515167_0,2022-12-31 23:00:00,0.0529243890904305,0,0,512.2720390520975
53509875_53509878_0,2022-12-31 23:00:00,0.0529243890904305,0,0,126.20948988992586
53509878_53509875_0,2022-12-31 23:00:00,0.0529243890904305,0,0,132.08900758169443
53509962_4139816155_0,2022-12-31 23:00:00,0.0529243890904305,0,0,134.28507131745488
53510000_53483907_0,2022-12-31 23:00:00,0.0529243890904305,0,0,170.21084134717074
53510706_53464507_0,2022-12-31 23:00:00,0.0529243890904305,0,0,645.7099666126684
53510706_53534449_0,2022-12-31 23:00:00,0.0529243890904305,0,0,645.7099666126684
