y,x,highway,ref,street_count,junction,railway
43.0665266,-89.393406,,,3,,
43.0507406,-89.5113351,,,3,,
43.047336,-89.509638,,,3,,
43.044732,-89.504268,,,3,,
43.04581,-89.503901,,,3,,
43.115575,-89.289308,,,3,,
43.056897,-89.517709,traffic_signals,,3,,
43.043122,-89.5014,,,3,,
43.0425532,-89.501932,turning_circle,,1,,
43.1042944,-89.3442772,,,1,,
43.105141,-89.344219,,,4,,
43.085706,-89.357269,stop,,3,,
43.085054,-89.356412,stop,,4,,
43.084404,-89.355564,,,3,,
43.13259,-89.389473,,,3,,
43.131216,-89.389118,,,3,,
43.073975,-89.319483,,,3,,
43.072959,-89.32012,,,3,,
43.071679,-89.319716,,,4,,
43.071219,-89.317108,stop,,4,,
43.07121,-89.316214,,,3,,
43.0413544,-89.4794821,,,3,,
43.0411387,-89.482824,,,3,,
43.0866196,-89.300317,turning_circle,,1,,
43.080412,-89.540504,,,4,,
43.0808475,-89.5390708,turning_circle,,1,,
43.038583,-89.40149,,,3,,
43.037206,-89.399665,,,3,,
43.037199,-89.399071,,,1,,
43.091258,-89.351015,,,3,,
43.09169,-89.348979,,,4,,
43.0922895,-89.3426731,,,3,,
43.0922775,-89.3415831,,,3,,
43.0922229,-89.3386539,,,4,,
43.045653,-89.493881,,,3,,
43.0506151,-89.50795,,,3,,
43.0499726,-89.5080578,,,3,,
43.0497659,-89.5080414,,,3,,
43.048845,-89.508091,,,4,,
43.047541,-89.508223,,,3,,
43.0446346,-89.4092331,,,3,,
43.043133,-89.409319,,,3,,
43.1668963,-89.3245823,,,4,,
43.1668923,-89.324289,,,3,,
43.085734,-89.474654,,,3,,
43.033775,-89.373377,,,3,,
43.032056,-89.371478,,,4,,
43.141043,-89.380489,,,4,,
43.141974,-89.38055,,,4,,
43.142986,-89.381195,,,4,,
43.145985,-89.381508,,,4,,
43.059133,-89.453633,,,3,,
43.0535438,-89.453637,,,3,,
43.0298306,-89.4678435,turning_circle,,1,,
43.0296502,-89.4688885,,,4,,
43.0303057,-89.5023645,,,4,,
43.030998,-89.503284,,,1,,
43.117736,-89.36607,,,4,,
43.1024831,-89.3344075,,,4,,
43.104561,-89.334329,,,4,,
43.1063127,-89.3342629,,,3,,
43.0962755,-89.3578951,,,4,,
43.0969022,-89.3587729,,,4,,
43.0701136,-89.5267056,,,3,,
43.066121,-89.4946,,,3,,
43.0666443,-89.4945825,turning_circle,,1,,
43.0969139,-89.3506593,,,3,,
43.0955362,-89.3507087,,,3,,
43.0952001,-89.3507214,,,3,,
43.0938622,-89.350772,,,4,,
43.092088,-89.3510109,,,3,,
43.0916681,-89.3510013,,,3,,
43.089555,-89.351084,,,3,,
43.066859,-89.308914,,,3,,
43.066304,-89.303019,,,3,,
43.052672,-89.458595,,,3,,
43.052713,-89.465534,,,3,,
43.0989,-89.333437,,,3,,
43.098853,-89.333508,,,3,,
43.0983192,-89.3343469,,,3,,
43.098016,-89.3347749,,,3,,
43.0973297,-89.3358273,,,3,,
43.0963072,-89.3373623,,,3,,
43.0955623,-89.3384653,,,3,,
43.094449,-89.340117,,,3,,
43.0942055,-89.3404807,,,3,,
43.1200817,-89.3653749,turning_circle,,1,,
43.120081,-89.364914,,,3,,
43.0679132,-89.4237892,traffic_signals,,4,,
43.0653698,-89.4238311,stop,,5,,
43.06732,-89.515093,,,3,,
43.142293,-89.391426,,,3,,
43.142249,-89.390144,,,3,,
43.100865,-89.3640415,,,3,,
43.1025639,-89.3640082,,,3,,
43.1029235,-89.3640082,,,3,,
43.0771213,-89.3953139,,,1,,
43.0693293,-89.3959224,turning_circle,,1,,
43.133974,-89.266118,,,3,,
43.0260216,-89.2900136,,,4,,
43.0643241,-89.4339152,,,3,,
43.0616453,-89.4374644,,,3,,
43.0608097,-89.438722,traffic_signals,,4,,
43.108631,-89.30602,,,3,,
43.1086363,-89.3047524,,,4,,
43.1086417,-89.3035221,,,4,,
43.077665,-89.495625,,,3,,
43.076485,-89.495592,turning_circle,,1,,
43.069478,-89.488155,,,3,,
43.070518,-89.488231,,,3,,
43.070995,-89.4882203,,,1,,
43.07884,-89.49009,,,3,,
43.0694303,-89.5094489,,,3,,
43.069903,-89.508167,,,3,,
43.0533991,-89.4443088,,,4,,
43.051753,-89.4443186,,,3,,
43.0510215,-89.4443229,,,3,,
43.0243574,-89.5024359,,,3,,
43.0236118,-89.5030687,turning_circle,,1,,
43.050905,-89.512118,,,3,,
43.0505642,-89.51042,,,3,,
43.043813,-89.441664,,,3,,
43.043833,-89.441748,,,3,,
43.0442744,-89.4433994,,,3,,
43.067287,-89.291436,,,4,,
43.0275504,-89.4687832,,,4,,
43.027591,-89.470208,,,3,,
43.027629,-89.471484,,,3,,
43.027663,-89.472753,,,4,,
43.027759,-89.4771216,,,3,,
43.027849,-89.480411,,,3,,
43.039975,-89.4940661,,,3,,
43.03998,-89.492873,,,3,,
43.0384128,-89.3880617,,,3,,
43.040133,-89.386844,,,3,,
43.03973,-89.386825,,,4,,
43.038953,-89.38683,,,3,,
43.143308,-89.379218,,,3,,
43.143286,-89.377942,,,3,,
43.086087,-89.294281,,,3,,
43.073914,-89.4487758,,,3,,
43.0731341,-89.4952565,turning_circle,,1,,
43.135011,-89.377336,,,4,,
43.136111,-89.376785,,,3,,
43.0832291,-89.5145727,,,3,,
43.013736,-89.51309,,,3,,
43.013935,-89.511357,turning_circle,,1,,
43.0275509,-89.5144591,,,3,,
43.0414971,-89.4436545,,,3,,
43.0413105,-89.4440848,,,3,,
43.0408443,-89.4447346,,,3,,
43.0415372,-89.4468982,,,3,,
43.044696,-89.441247,,,3,,
43.0924563,-89.3548668,,,3,,
43.0658581,-89.4056358,,,3,,
43.064227,-89.4056308,,,4,,
43.0631328,-89.4056264,,,4,,
43.0626319,-89.4056173,turning_circle,,1,,
43.067722,-89.4056928,,,4,,
43.1093919,-89.3395544,,,3,,
43.110706,-89.338099,,,3,,
43.0702936,-89.4139089,,,3,,
43.0703031,-89.4149364,,,4,,
43.070316,-89.416721,,,3,,
43.1244815,-89.3477818,turning_circle,,1,,
43.1141922,-89.3602986,,,3,,
43.076871,-89.303337,stop,,4,,
43.076909,-89.302103,,,3,,
43.076963,-89.299627,,,4,,
43.077019,-89.297027,,,3,,
43.0770352,-89.2958007,,,4,,
43.077056,-89.294593,,,3,,
43.0770751,-89.2933504,,,3,,
43.0771,-89.291494,,,4,,
43.077119,-89.289899,,,3,,
43.077135,-89.288439,,,4,,
43.077151,-89.2866482,,,3,,
43.039101,-89.467094,,,3,,
43.03803,-89.467112,,,3,,
43.037899,-89.467151,,,3,,
43.037804,-89.467206,,,3,,
43.036807,-89.468173,,,3,,
43.035822,-89.468453,,,4,,
43.034837,-89.468444,,,4,,
43.033926,-89.468446,,,3,,
43.0623372,-89.3075299,,,3,,
43.0586297,-89.3076039,,,3,,
43.0947457,-89.317315,,,3,,
43.1097567,-89.3368796,,,4,,
43.11039,-89.337689,,,3,,
43.110887,-89.3382805,turning_circle,,1,,
43.0073237,-89.4911034,turning_circle,,1,,
43.025455,-89.4940991,,,3,,
43.025116,-89.4936494,turning_circle,,1,,
43.0117053,-89.4953252,turning_circle,,1,,
43.030853,-89.371362,,,3,,
43.032997,-89.371443,,,3,,
43.033996,-89.371313,,,3,,
43.036675,-89.370927,,,3,,
43.043362,-89.396964,,,3,,
43.0425664,-89.3969869,,,4,,
43.0398632,-89.3973036,,,3,,
43.039343,-89.397314,,,3,,
43.038531,-89.3973318,,,3,,
43.162549,-89.287651,,,3,,
43.0688353,-89.3924624,traffic_signals,,4,,
43.069688,-89.3935774,,,4,,
43.101342,-89.338844,,,3,,
43.1013094,-89.3374957,,,4,,
43.1013147,-89.3457903,,,1,,
43.10146,-89.343301,,,3,,
43.132574,-89.377036,,,3,,
43.130684,-89.377057,,,3,,
43.131684,-89.377042,,,3,,
43.098166,-89.337328,,,1,,
43.098999,-89.337766,,,1,,
43.097516,-89.336976,,,1,,
43.097403,-89.335903,,,3,,
43.1154188,-89.3637734,,,3,,
43.1153882,-89.3602723,,,3,,
43.115367,-89.357851,,,3,,
43.0846208,-89.2764395,,,3,,
43.0846791,-89.2737248,,,4,,
43.0849674,-89.2668043,traffic_signals,,5,,
43.084986,-89.260641,,,3,,
43.085249,-89.256915,,,3,,
43.029032,-89.477602,,,3,,
43.067484,-89.508524,,,4,,
43.0476127,-89.4510774,,,4,,
43.130845,-89.309013,,,3,,
43.097237,-89.303328,,,3,,
43.095597,-89.302193,,,3,,
43.094614,-89.302204,,,3,,
43.093674,-89.302222,,,3,,
43.0928,-89.302222,,,3,,
43.091922,-89.302222,,,4,,
43.089464,-89.302191,,,3,,
43.088569,-89.302755,,,4,,
43.080091,-89.3030386,,,3,,
43.079514,-89.303012,,,3,,
43.078642,-89.302993,,,3,,
43.077752,-89.303226,,,3,,
43.0693458,-89.403248,,,3,,
43.0693542,-89.4040682,,,3,,
43.0695749,-89.4040722,,,3,,
43.0696533,-89.409021,,,3,,
43.045216,-89.31245,motorway_junction,266,3,,
43.074985,-89.269799,,,3,,
43.0848561,-89.2667981,traffic_signals,,4,,
43.0937922,-89.2666271,,,4,,
43.098249,-89.368252,,,3,,
43.0838038,-89.2708123,,,3,,
43.081709,-89.270972,,,4,,
43.0839441,-89.2726349,,,3,,
43.082494,-89.2731,,,4,roundabout,
43.082493,-89.274435,,,3,,
43.083147,-89.276024,,,4,,
43.083138,-89.276557,,,1,,
43.1034254,-89.3102014,,,3,,
43.10304,-89.3095707,turning_circle,,1,,
43.044626,-89.408254,,,3,,
43.0441231,-89.4082752,,,2,,
43.0435319,-89.4083207,,,2,,
43.04312,-89.408344,,,3,,
43.0657834,-89.508317,,,3,,
43.0650542,-89.4430868,turning_circle,,1,,
43.064005,-89.442598,,,4,,
43.0297879,-89.4313327,,,3,,
43.030923,-89.433905,,,3,,
43.033017,-89.434367,,,3,,
43.034619,-89.434385,,,3,,
43.0620733,-89.3997162,,,3,,
43.0620633,-89.4024416,,,4,,
43.0620491,-89.40404,stop,,4,,
43.0620453,-89.4069319,,,3,,
43.0620463,-89.4071873,,,3,,
43.0620488,-89.4082447,,,3,,
43.044142,-89.394134,,,4,,
43.0441527,-89.3936359,,,3,,
43.047881,-89.392797,,,3,,
43.050859,-89.393447,,,3,,
43.0235616,-89.5115651,,,3,,
43.0241152,-89.5088,,,3,,
43.024434,-89.507512,,,3,,
43.0242352,-89.5042869,,,3,,
43.034777,-89.483024,,,4,,
43.034788,-89.484261,,,3,,
43.061629,-89.444882,,,3,,
43.060732,-89.444886,,,3,,
43.036111,-89.464867,,,4,,
43.071032,-89.511979,,,3,,
43.072518,-89.511332,,,3,,
43.119678,-89.2914073,,,4,roundabout,
43.1199295,-89.2904986,turning_circle,,1,,
43.066149,-89.493335,,,3,,
43.0648002,-89.493357,,,3,,
43.063322,-89.493451,stop,,4,,
43.062376,-89.493168,,,3,,
43.0608789,-89.4919994,traffic_signals,,4,,
43.0577518,-89.491992,,,3,,
43.0534694,-89.2715331,,,1,,
43.1439,-89.384114,,,3,,
43.143881,-89.382846,,,3,,
43.0734446,-89.2898873,,,3,,
43.075279,-89.285095,,,3,,
43.07566,-89.2840548,turning_circle,,1,,
43.0694975,-89.4167307,,,4,roundabout,
43.070961,-89.416724,,,4,roundabout,
43.071802,-89.41675,,,3,,
43.036842,-89.376929,turning_circle,,1,,
43.0430735,-89.4038953,,,3,,
43.043149,-89.410509,,,3,,
43.043161,-89.4115424,,,3,,
43.043191,-89.4139,,,3,,
43.036643,-89.36835,,,3,,
43.0345629,-89.3689342,,,3,,
43.083911,-89.365179,,,3,,
43.085158,-89.363392,stop,,4,,
43.085633,-89.362744,,,3,,
43.0864091,-89.3616321,,,3,,
43.0725542,-89.381359,,,3,,
43.0757627,-89.3768351,,,4,,
43.080563,-89.298299,,,3,,
43.079703,-89.297985,,,3,,
43.078803,-89.297279,,,3,,
43.1348802,-89.355121,,,3,,
43.134859,-89.353479,,,3,,
43.071379,-89.504108,,,3,,
43.070989,-89.503916,,,3,,
43.0686102,-89.4561207,,,3,,
43.0811322,-89.493887,,,3,,
43.0804443,-89.4930668,turning_circle,,1,,
43.0716,-89.4139078,,,3,,
43.113967,-89.315113,,,3,,
43.114885,-89.316295,,,3,,
43.116082,-89.317836,,,3,,
43.117292,-89.319391,,,3,,
43.119622,-89.322379,,,3,,
43.012894,-89.513109,,,3,,
43.012353,-89.510363,,,3,,
43.011578,-89.509843,,,3,,
43.009895,-89.509461,,,3,,
43.055153,-89.4888504,,,2,,
43.0552181,-89.4889331,,,2,,
43.0546264,-89.4897005,,,3,,
43.0644898,-89.5055845,,,1,,
43.0985246,-89.3131723,,,4,,
43.0966088,-89.3126236,,,4,,
43.096188,-89.3103135,,,3,,
43.0980161,-89.3083963,,,3,,
43.1016262,-89.3332358,,,3,,
43.101574,-89.331064,,,3,,
43.119039,-89.366056,,,4,,
43.119037,-89.364925,,,4,,
43.0243746,-89.5117526,,,4,,
43.0243551,-89.5102365,turning_circle,,1,,
43.070463,-89.294195,,,3,,
43.070206,-89.29258,,,3,,
43.070216,-89.2914602,,,3,,
43.099969,-89.343378,,,3,,
43.100765,-89.343331,,,4,,
43.1030135,-89.34322,,,3,,
43.061279,-89.543134,,,4,,
43.0682826,-89.5145096,turning_circle,,1,,
43.03014,-89.401214,,,3,,
43.067433,-89.282354,,,3,,
43.0670273,-89.2806789,turning_circle,,1,,
43.143369,-89.37674,,,3,,
43.1433627,-89.375528,,,3,,
43.078212,-89.505542,,,3,,
43.07913,-89.506303,,,3,,
43.045934,-89.507509,,,1,,
43.025339,-89.496621,,,3,,
43.1653976,-89.2824324,,,3,,
43.0836605,-89.3226279,,,3,,
43.0837251,-89.3218499,,,3,,
43.0837395,-89.3205132,,,3,,
43.0447061,-89.4138197,stop,,3,,
43.0446904,-89.4125281,,,3,,
43.044654,-89.410432,stop,,3,,
43.0445651,-89.4039249,,,1,,
43.045983,-89.417279,,,3,,
43.045268,-89.415734,,,3,,
43.044724,-89.415362,,,3,,
43.0613625,-89.4510169,,,3,,
43.080647,-89.304279,,,3,,
43.080474,-89.299685,,,3,,
43.079995,-89.315004,,,3,,
43.0247133,-89.4276302,turning_circle,,1,,
43.0699966,-89.4784323,turning_circle,,1,,
43.070417,-89.4793001,,,3,,
43.071156,-89.4797829,,,4,,
43.072024,-89.47987,,,3,,
43.072883,-89.479766,,,3,,
43.0737199,-89.479317,,,3,,
43.0745754,-89.4781209,,,3,,
43.130286,-89.393231,,,3,,
43.0670325,-89.4187766,,,3,,
43.0753042,-89.5014528,turning_circle,,1,,
43.0757362,-89.5000982,,,4,,
43.117076,-89.361629,,,3,,
43.1170562,-89.359525,,,4,,
43.096306,-89.33013,,,4,,
43.09605,-89.32917,,,4,,
43.095821,-89.328182,,,4,,
43.09577,-89.327791,,,4,,
43.09569,-89.325513,,,4,,
43.095549,-89.324423,,,4,,
43.095332,-89.3192951,,,4,,
43.095324,-89.318731,,,1,,
43.091918,-89.303734,,,3,,
43.088828,-89.304359,,,3,,
43.0773156,-89.3932657,,,3,,
43.0770077,-89.3937117,,,3,,
43.099924,-89.341572,,,4,,
43.0969104,-89.3415287,turning_circle,,1,,
43.144892,-89.395631,,,3,,
43.145,-89.395442,,,4,,
43.1451852,-89.3925008,turning_circle,,1,,
43.059944,-89.453131,turning_circle,,1,,
43.0866001,-89.2611264,turning_circle,,1,,
43.086561,-89.260566,,,3,,
43.093875,-89.352249,,,3,,
43.111195,-89.292463,,,3,,
43.109062,-89.295393,,,3,,
43.030026,-89.375138,,,3,,
43.0307254,-89.3754375,turning_circle,,1,,
43.078755,-89.489962,,,3,,
43.0782228,-89.4910994,turning_circle,,1,,
43.0457123,-89.5524005,,,3,,
43.135899,-89.315661,,,3,,
43.135911,-89.314429,,,3,,
43.047274,-89.373567,,,3,,
43.0453154,-89.371214,turning_circle,,1,,
43.092117,-89.295917,turning_circle,,1,,
43.1151054,-89.365929,,,3,,
43.072195,-89.4089701,,,3,,
43.1035229,-89.3343682,,,4,,
43.1034758,-89.3307316,,,3,,
43.07614,-89.3821109,traffic_signals,,5,,
43.107967,-89.3374872,traffic_signals,,4,,
43.105404,-89.340494,,,3,,
43.1413064,-89.2911903,motorway_junction,97B,3,,
43.0254745,-89.3296671,turning_circle,,1,,
43.061987,-89.32453,,,3,,
43.059216,-89.324298,,,3,,
43.0820669,-89.540372,,,3,,
43.0820373,-89.5359917,,,3,,
43.0820343,-89.5340387,,,3,,
43.027216,-89.4475848,traffic_signals,,3,,
43.0276846,-89.4496641,,,4,,
43.0288356,-89.4525285,,,4,,
43.141926,-89.368789,,,3,,
43.1414338,-89.368039,turning_circle,,1,,
43.0754853,-89.308697,,,3,,
43.0754856,-89.3079366,,,1,,
43.0646345,-89.4277637,,,3,,
43.077844,-89.299633,,,3,,
43.07798,-89.29151,,,3,,
43.078166,-89.289297,,,3,,
43.083292,-89.506019,,,3,,
43.082875,-89.50651,,,3,,
43.132993,-89.3541652,,,3,,
43.1324927,-89.3541723,,,3,,
43.132501,-89.355069,,,3,,
43.132486,-89.3534502,,,4,,
43.132459,-89.350546,,,1,,
43.044084,-89.5326811,,,4,,
43.142966,-89.384306,,,3,,
43.1427816,-89.3840614,turning_circle,,1,,
43.1007114,-89.2944948,turning_circle,,1,,
43.0841312,-89.2723319,turning_circle,,1,,
43.033786,-89.483054,,,3,,
43.093917,-89.35234,,,4,,
43.0956501,-89.350985,,,3,,
43.101887,-89.352134,,,3,,
43.103474,-89.354349,,,1,,
43.100362,-89.350711,,,4,,
43.1009926,-89.3515814,,,3,,
43.101631,-89.352475,,,3,,
43.095548,-89.301027,,,3,,
43.095511,-89.299724,,,3,,
43.095521,-89.298183,,,3,,
43.0609648,-89.4024286,,,4,,
43.060956,-89.404025,,,4,,
43.0609754,-89.40692,,,3,,
43.072437,-89.285058,,,3,,
43.073518,-89.285077,,,4,,
43.074429,-89.285078,,,3,,
43.076734,-89.282785,,,3,,
43.074766,-89.297025,turning_circle,,1,,
43.0746854,-89.3260251,,,3,,
43.07468,-89.326692,,,3,,
43.035468,-89.298967,,,3,,
43.033175,-89.354619,,,3,,
43.0309204,-89.4610331,traffic_signals,,4,,
43.0257605,-89.5180929,,,3,,
43.0239973,-89.5217139,,,3,,
43.0181221,-89.5312994,,,3,,
43.053285,-89.440155,,,1,,
43.077706,-89.50452,,,3,,
43.140871,-89.303595,,,1,,
43.086989,-89.293065,,,3,,
43.086935,-89.288391,,,3,,
43.087179,-89.287289,,,3,,
43.087782,-89.286259,,,3,,
43.0877912,-89.286229,,,1,,
43.073224,-89.314147,,,3,,
43.0694671,-89.4510346,,,3,,
43.098037,-89.295759,,,3,,
43.044016,-89.481977,,,1,,
43.0064659,-89.5064809,,,3,,
43.0061147,-89.504534,,,3,,
43.100722,-89.2958059,turning_circle,,1,,
43.046754,-89.519505,,,4,,
43.0464085,-89.519771,turning_circle,,1,,
43.0262003,-89.2859021,stop,,4,,
43.0261005,-89.2858963,stop,,4,,
43.1374526,-89.387234,turning_circle,,1,,
43.139317,-89.386839,,,4,,
43.139367,-89.386476,,,3,,
43.11147,-89.325571,,,3,,
43.1119672,-89.3234374,,,3,,
43.112263,-89.322168,,,3,,
43.144795,-89.391594,,,3,,
43.0667578,-89.4125912,,,4,,
43.103369,-89.30539,,,3,,
43.1038201,-89.3058384,turning_circle,,1,,
43.0075397,-89.5076795,,,3,,
43.006697,-89.5081615,,,4,,
43.0058334,-89.5097682,stop,,4,,
43.0039525,-89.5119809,,,4,,
43.0031309,-89.5119971,,,3,,
43.0126081,-89.502496,,,3,,
43.073465,-89.288418,,,4,,
43.0734457,-89.2865998,,,4,,
43.0735088,-89.2852891,,,3,,
43.0735853,-89.2829255,,,4,,
43.0737186,-89.281209,,,3,,
43.0746984,-89.2776643,,,3,,
43.074764,-89.267206,,,3,,
43.0622077,-89.3095305,,,5,,
43.0717456,-89.4474521,,,3,,
43.07134,-89.4499773,,,4,,
43.033551,-89.443927,,,3,,
43.0336289,-89.4467069,,,4,,
43.09369,-89.305898,,,3,,
43.092812,-89.305902,,,3,,
43.031421,-89.42113,,,3,,
43.031677,-89.423138,stop,,3,,
43.0684295,-89.4961533,,,3,,
43.0684319,-89.502555,traffic_signals,,4,,
43.068506,-89.504669,,,3,,
43.069101,-89.505837,,,3,,
43.0688044,-89.5087908,,,3,,
43.149444,-89.403967,,,3,,
43.144035,-89.39696,,,3,,
43.143393,-89.396064,,,3,,
43.14169,-89.394485,,,3,,
43.0881833,-89.3673448,stop,,4,,
43.0885597,-89.3678529,,,3,,
43.0890627,-89.3685173,,,3,,
43.0894838,-89.3690575,traffic_signals,,4,,
43.0919755,-89.3729216,,,3,,
43.089311,-89.35553,,,3,,
43.090068,-89.354115,,,3,,
43.090441,-89.35342,,,3,,
43.063115,-89.488868,,,3,,
43.063292,-89.492147,,,3,,
43.0984625,-89.3294504,,,3,,
43.0950097,-89.331632,,,3,,
43.0286408,-89.4677267,turning_circle,,1,,
43.0286452,-89.468728,,,4,,
43.037072,-89.371654,,,1,,
43.036685,-89.371653,,,3,,
43.077247,-89.508829,,,3,,
43.07729,-89.507866,,,4,,
43.07759,-89.506637,,,3,,
43.077734,-89.506287,,,3,,
43.078496,-89.503409,,,3,,
43.078462,-89.502356,,,4,,
43.077989,-89.500854,,,3,,
43.077624,-89.500009,,,3,,
43.077351,-89.498439,,,4,,
43.077538,-89.4973,,,3,,
43.077757,-89.494384,,,3,,
43.077598,-89.493639,,,3,,
43.0792561,-89.5428083,turning_circle,,1,,
43.041999,-89.38421,,,3,,
43.042003,-89.387173,,,3,,
43.1286033,-89.328185,,,3,,
43.091925,-89.301001,,,4,,
43.091936,-89.29983,,,3,,
43.091944,-89.298618,,,3,,
43.091963,-89.297388,,,3,,
43.032402,-89.377731,,,3,,
43.032176,-89.375383,,,3,,
43.031553,-89.37529,,,3,,
43.111884,-89.2961845,,,3,,
43.112016,-89.292907,,,3,,
43.112502,-89.291432,,,3,,
43.112336,-89.290061,,,3,,
43.112012,-89.2893342,,,3,,
43.111695,-89.2885443,,,3,,
43.1107951,-89.2880264,,,3,,
43.143538,-89.370116,,,3,,
43.142962,-89.369265,,,3,,
43.142538,-89.368404,,,3,,
43.0508321,-89.4457976,,,3,,
43.0495999,-89.4457949,turning_circle,,1,,
43.029009,-89.492929,,,3,,
43.029877,-89.498336,,,4,,
43.030201,-89.499706,,,3,,
43.095566,-89.265857,,,4,,
43.095767,-89.265864,,,4,,
43.096661,-89.265861,,,3,,
43.117132,-89.289643,,,3,,
43.115969,-89.292165,,,3,,
43.0416173,-89.3812696,,,1,,
43.0930718,-89.3604612,,,4,,
43.0943458,-89.3587195,,,3,,
43.0947457,-89.3581724,,,3,,
43.095644,-89.3570076,,,4,,
43.0765041,-89.3841284,traffic_signals,,4,,
43.0769762,-89.3832037,traffic_signals,,4,,
43.0782451,-89.3814464,,,4,,
43.0894263,-89.3655846,,,3,,
43.0992143,-89.3522614,,,4,roundabout,
43.0761921,-89.3841243,traffic_signals,,3,,
43.1393,-89.311473,,,4,,
43.140088,-89.313514,,,3,,
43.1386683,-89.3165402,,,4,,
43.138195,-89.317466,,,3,,
43.137724,-89.318409,,,4,,
43.137174,-89.319295,,,4,,
43.025721,-89.4333182,turning_circle,,1,,
43.0253173,-89.4335805,,,3,,
43.063272,-89.448524,,,3,,
43.0731929,-89.3821968,traffic_signals,,4,,
43.0746396,-89.3802778,traffic_signals,,4,,
43.0333867,-89.4318335,,,3,,
43.0337558,-89.4315227,turning_circle,,1,,
43.0208716,-89.4866746,,,3,,
43.0638173,-89.4542176,turning_circle,,1,,
43.131971,-89.353297,,,4,,
43.1329845,-89.3534491,,,4,,
43.1335164,-89.3534529,,,4,,
43.133864,-89.353456,,,3,,
43.134234,-89.353467,,,3,,
43.135121,-89.353482,,,3,,
43.089901,-89.358866,,,1,,
43.0886075,-89.3578827,,,3,,
43.021599,-89.501154,,,4,,
43.021503,-89.503108,,,3,,
43.0902767,-89.318498,,,4,,
43.0894569,-89.3184788,,,4,,
43.088626,-89.3184694,,,4,,
43.0702172,-89.295793,turning_circle,,1,,
43.071065,-89.506156,,,3,,
43.071909,-89.505306,,,3,,
43.075486,-89.314134,,,3,,
43.071244,-89.314163,,,4,,
43.069906,-89.314324,,,4,,
43.06629,-89.314397,,,4,,
43.064027,-89.3144,,,4,,
43.062196,-89.314113,,,4,,
43.0400362,-89.4621169,turning_circle,,1,,
43.056351,-89.295085,,,4,,
43.0355387,-89.4866788,,,3,,
43.03281,-89.487597,,,3,,
43.1388741,-89.3189128,,,3,,
43.0723853,-89.3833484,,,4,,
43.071736,-89.3825083,,,3,,
43.0998312,-89.3372742,,,3,,
43.100737,-89.33574,,,3,,
43.101436,-89.334447,,,3,,
43.093513,-89.3491246,turning_circle,,1,,
43.0938632,-89.3485462,,,4,,
43.095125,-89.346292,,,3,,
43.095159,-89.34623,,,3,,
43.095771,-89.345084,,,3,,
43.0960616,-89.344511,,,3,,
43.0963273,-89.3439487,,,3,,
43.0405451,-89.4428282,,,4,,
43.068421,-89.489425,,,3,,
43.1178763,-89.2986761,turning_circle,,1,,
43.032718,-89.444463,,,3,,
43.0328062,-89.4467068,,,4,,
43.032429,-89.422961,,,4,,
43.03244,-89.424646,,,3,,
43.0217825,-89.4944648,turning_circle,,1,,
43.0800518,-89.3824446,,,4,,
43.047303,-89.512675,,,3,,
43.112264,-89.297999,,,3,,
43.066364,-89.47347,,,3,,
43.115504,-89.318671,,,3,,
43.069543,-89.505282,,,3,,
43.0436062,-89.411534,,,2,,
43.0570088,-89.3256001,,,3,,
43.134247,-89.355104,,,3,,
43.0695757,-89.424893,,,3,,
43.0106723,-89.4976018,turning_circle,,1,,
43.0134938,-89.4967308,,,3,,
43.040025,-89.384403,,,3,,
43.0928158,-89.3231551,,,3,,
43.094543,-89.323351,,,3,,
43.0982152,-89.323205,,,4,,
43.073621,-89.446349,,,3,,
43.0736548,-89.4483174,,,3,,
43.0730992,-89.4499835,,,3,,
43.055141,-89.385567,,,3,,
43.1216863,-89.3676658,,,3,,
43.120728,-89.366349,,,3,,
43.116434,-89.366082,,,4,,
43.1164246,-89.3637619,,,3,,
43.0602122,-89.5521881,traffic_signals,,5,,
43.057756,-89.552028,,,4,,
43.0467396,-89.5523857,,,3,,
43.143361,-89.397676,,,3,,
43.143325,-89.398948,,,3,,
43.142814,-89.400202,,,3,,
43.141322,-89.40036,,,4,,
43.0767447,-89.4967659,turning_circle,,1,,
43.0463658,-89.5179266,,,3,,
43.046895,-89.520256,,,3,,
43.034654,-89.462623,,,3,,
43.032776,-89.462873,,,3,,
43.0678008,-89.4784422,,,5,,
43.0691794,-89.4781289,,,3,,
43.0709103,-89.4781174,,,3,,
43.0712763,-89.4781122,,,3,,
43.0727242,-89.4781207,,,3,,
43.0308025,-89.4608667,traffic_signals,,3,,
43.0314,-89.460405,,,3,,
43.068837,-89.460758,,,3,,
43.032718,-89.484417,,,3,,
43.032821,-89.486525,,,3,,
43.033716,-89.4906,,,3,,
43.07876,-89.495525,,,3,,
43.078586,-89.496361,,,1,,
43.0977144,-89.3333188,,,1,,
43.0376445,-89.443304,,,4,,
43.0354374,-89.4428689,turning_circle,,1,,
43.0560147,-89.38501,,,3,,
43.054261,-89.385038,,,4,,
43.029354,-89.498332,turning_circle,,1,,
43.031474,-89.412486,,,1,,
43.120417,-89.363695,,,3,,
43.1203993,-89.361667,,,4,,
43.1207408,-89.356258,,,3,,
43.1207369,-89.3560224,turning_circle,,1,,
43.087277,-89.30106,,,3,,
43.088151,-89.299491,,,3,,
43.088638,-89.298627,,,3,,
43.088669,-89.29745,,,3,,
43.017709,-89.516708,,,3,,
43.0687622,-89.4024748,,,4,,
